Timestamp,AccX,AccY,AccZ,AsX,AsY,AsZ,AngX,AngY,AngZ,HX,HY,HZ,Q0,Q1,Q2,Q3
2025-03-10 15:32:38.933,-0.002,0.011,1.016,0.0,0.0,0.0,0.555,0.011,-168.311,-0.425,-2.108,-0.408,0.10193,0.00049,-0.00476,-0.99472
2025-03-10 15:32:38.933,-0.001,0.01,1.017,0.0,0.0,0.0,0.56,0.016,-168.322,-0.425,-2.1,-0.408,0.10193,0.00049,-0.00476,-0.99472
2025-03-10 15:32:39.038,-0.002,0.011,1.016,0.0,0.0,0.0,0.566,0.027,-168.333,-0.425,-2.1,-0.408,0.10193,0.00049,-0.00476,-0.99472
2025-03-10 15:32:39.144,-0.002,0.011,1.016,0.0,0.0,0.0,0.566,0.033,-168.344,-0.425,-2.1,-0.408,0.10153,0.00079,-0.00488,-0.99478
2025-03-10 15:32:39.249,-0.002,0.012,1.017,0.0,0.0,0.0,0.571,0.044,-168.354,-0.425,-2.1,-0.408,0.10153,0.00079,-0.00488,-0.99478
2025-03-10 15:32:39.355,-0.003,0.011,1.017,0.0,0.0,0.0,0.577,0.049,-168.36,-0.425,-2.1,-0.408,0.10153,0.00079,-0.00488,-0.99478
2025-03-10 15:32:39.456,-0.003,0.011,1.015,0.0,0.0,0.0,0.577,0.055,-168.371,-0.425,-2.1,-0.408,0.10153,0.00079,-0.00488,-0.99478
2025-03-10 15:32:39.561,-0.003,0.01,1.016,0.0,0.0,0.0,0.582,0.06,-168.376,-0.425,-2.1,-0.408,0.10123,0.00101,-0.005,-0.99481
2025-03-10 15:32:39.667,-0.003,0.011,1.017,0.0,0.0,0.0,0.582,0.066,-168.382,-0.425,-2.1,-0.408,0.10123,0.00101,-0.005,-0.99481
2025-03-10 15:32:39.769,-0.002,0.01,1.017,0.0,0.0,0.0,0.588,0.071,-168.393,-0.425,-2.1,-0.408,0.10123,0.00101,-0.005,-0.99481
2025-03-10 15:32:39.872,-0.002,0.011,1.016,0.0,0.0,0.0,0.588,0.077,-168.398,-0.425,-2.108,-0.408,0.10123,0.00101,-0.005,-0.99481
